Lead_ID,Name,Email,Phone,Company,Job_Title,Industry,Revenue ($),Location,Previous_Interactions
75,Alice Brown,jane@example.com,8981459535,Omega Ltd,IT Specialist,Healthcare,9773740,Boston,2
76,Bob Johnson,charlie@example.com,6786697555,Omega Ltd,IT Specialist,Retail,1172054,Chicago,4
77,Charlie Green,bob@example.com,1710681252,Omega Ltd,CEO,Finance,2147036,San Francisco,4
78,John Doe,charlie@example.com,8103761369,Omega Ltd,HR Coordinator,Retail,612202,New York,3
79,Alice Brown,bob@example.com,2644184505,Beta LLC,CEO,Retail,1988455,Los Angeles,0
80,Charlie Green,bob@example.com,5969609064,Acme Corp,IT Specialist,Finance,4868255,Los Angeles,4
81,Jane Smith,john@example.com,9849092325,Acme Corp,HR Coordinator,Healthcare,1928758,San Francisco,0
82,Bob Johnson,charlie@example.com,3489377110,Omega Ltd,IT Specialist,Retail,9900228,Los Angeles,5
83,Charlie Green,bob@example.com,2967292188,Beta LLC,Sales Rep,Manufacturing,2957549,Los Angeles,2
84,Jane Smith,john@example.com,9510179261,Omega Ltd,Sales Rep,Finance,5241515,Boston,5
85,Alice Brown,bob@example.com,3708421348,Acme Corp,IT Specialist,Technology,5550934,Chicago,3
86,John Doe,charlie@example.com,4879521261,Acme Corp,IT Specialist,Retail,4085882,New York,3
87,John Doe,charlie@example.com,9871635240,Widgets Inc,Marketing Manager,Manufacturing,8181761,San Francisco,2
88,Alice Brown,john@example.com,3676337664,Widgets Inc,IT Specialist,Technology,5198227,Los Angeles,0
89,Bob Johnson,charlie@example.com,5146442185,Acme Corp,HR Coordinator,Manufacturing,6908045,San Francisco,1
90,John Doe,jane@example.com,3612815376,Omega Ltd,HR Coordinator,Technology,9002405,Los Angeles,4
91,John Doe,jane@example.com,9046469678,Beta LLC,IT Specialist,Finance,6490081,Los Angeles,5
92,Bob Johnson,alice@example.com,4527392168,Widgets Inc,IT Specialist,Healthcare,9657574,San Francisco,4
93,Charlie Green,alice@example.com,9218563607,Widgets Inc,Sales Rep,Manufacturing,5340172,Los Angeles,4
94,Bob Johnson,charlie@example.com,4367265056,Beta LLC,Sales Rep,Manufacturing,2701773,Chicago,2
95,John Doe,jane@example.com,1335343140,Gamma Co,Marketing Manager,Manufacturing,478829,San Francisco,3
96,John Doe,john@example.com,8807703710,Widgets Inc,Sales Rep,Technology,8833354,New York,5
97,Charlie Green,jane@example.com,1203722253,Gamma Co,Marketing Manager,Technology,2713492,Chicago,0
98,Charlie Green,jane@example.com,2692900256,Widgets Inc,CEO,Retail,3861863,Los Angeles,1
99,Bob Johnson,alice@example.com,4414453648,Acme Corp,CEO,Technology,7828498,New York,3
100,Charlie Green,jane@example.com,9447510924,Acme Corp,Marketing Manager,Manufacturing,3128181,Boston,3
101,Charlie Green,john@example.com,1258436406,Beta LLC,Sales Rep,Finance,5974936,Chicago,2
102,Bob Johnson,charlie@example.com,2889541877,Beta LLC,IT Specialist,Technology,570317,Los Angeles,3
103,Bob Johnson,charlie@example.com,9348715294,Beta LLC,CEO,Finance,3494758,Chicago,4
104,Jane Smith,charlie@example.com,5693303187,Gamma Co,Marketing Manager,Manufacturing,7250683,New York,3
105,Jane Smith,jane@example.com,1858509295,Acme Corp,CEO,Healthcare,9262663,San Francisco,0
106,Bob Johnson,jane@example.com,3675868802,Widgets Inc,CEO,Retail,7922408,Los Angeles,5
107,Jane Smith,jane@example.com,9762243159,Beta LLC,IT Specialist,Finance,3314488,Chicago,5
108,Charlie Green,charlie@example.com,7041440342,Widgets Inc,Marketing Manager,Healthcare,2907211,Los Angeles,3
109,Jane Smith,jane@example.com,7853202833,Omega Ltd,Marketing Manager,Finance,4830365,Chicago,4
110,Bob Johnson,john@example.com,4301610359,Acme Corp,CEO,Retail,9673639,San Francisco,3
111,Alice Brown,john@example.com,7870482128,Widgets Inc,CEO,Manufacturing,870547,Los Angeles,4
112,Charlie Green,jane@example.com,7256941622,Omega Ltd,HR Coordinator,Technology,6355272,Los Angeles,1
113,Charlie Green,jane@example.com,1146662780,Omega Ltd,Marketing Manager,Finance,9401721,San Francisco,3
114,John Doe,alice@example.com,9008024540,Omega Ltd,IT Specialist,Manufacturing,8645593,Los Angeles,5
115,Jane Smith,alice@example.com,5315156223,Beta LLC,CEO,Finance,1556698,Los Angeles,0
116,John Doe,alice@example.com,4107017589,Omega Ltd,IT Specialist,Retail,1624773,Los Angeles,1
117,John Doe,john@example.com,1321878934,Acme Corp,Marketing Manager,Manufacturing,8753583,Boston,5
118,Alice Brown,alice@example.com,1970575814,Acme Corp,Sales Rep,Manufacturing,1808820,San Francisco,4
119,Charlie Green,john@example.com,2368155368,Beta LLC,Sales Rep,Manufacturing,9172318,Los Angeles,2
120,Jane Smith,alice@example.com,8570545331,Omega Ltd,Sales Rep,Healthcare,538081,Boston,2
121,Alice Brown,john@example.com,3821209154,Acme Corp,IT Specialist,Manufacturing,6594367,New York,2
122,Bob Johnson,charlie@example.com,6023938163,Acme Corp,HR Coordinator,Healthcare,8636076,New York,1
123,Bob Johnson,bob@example.com,9589489702,Omega Ltd,IT Specialist,Healthcare,4690971,Chicago,4
124,John Doe,bob@example.com,5330365447,Beta LLC,Sales Rep,Finance,9479388,Los Angeles,5
125,Jane Smith,charlie@example.com,5275126693,Beta LLC,Sales Rep,Healthcare,3814326,Chicago,2
126,Charlie Green,john@example.com,5642911711,Omega Ltd,HR Coordinator,Technology,5549568,San Francisco,0
127,Alice Brown,alice@example.com,1338555532,Acme Corp,Marketing Manager,Retail,9471713,Boston,5
128,Charlie Green,alice@example.com,5777048029,Gamma Co,CEO,Retail,9666888,Los Angeles,0
129,Bob Johnson,jane@example.com,9981120694,Omega Ltd,IT Specialist,Finance,9727655,Chicago,1
130,Bob Johnson,jane@example.com,7380208344,Widgets Inc,CEO,Finance,4886844,Boston,0
131,Jane Smith,charlie@example.com,1785075883,Beta LLC,Marketing Manager,Manufacturing,845918,Los Angeles,3
132,Charlie Green,jane@example.com,7596203691,Widgets Inc,IT Specialist,Technology,2785246,New York,5
133,John Doe,charlie@example.com,4694251698,Beta LLC,CEO,Retail,232632,Chicago,1
134,John Doe,bob@example.com,2521694989,Beta LLC,HR Coordinator,Retail,7748008,San Francisco,5
135,Jane Smith,jane@example.com,9623347657,Acme Corp,CEO,Finance,8456208,Boston,2
136,Jane Smith,john@example.com,1481057622,Acme Corp,CEO,Manufacturing,7387940,Los Angeles,4
137,Bob Johnson,charlie@example.com,6717500105,Beta LLC,Sales Rep,Manufacturing,1600252,Chicago,3
138,Bob Johnson,john@example.com,9171307346,Gamma Co,Sales Rep,Finance,368272,San Francisco,3
139,John Doe,charlie@example.com,7778680126,Gamma Co,Sales Rep,Technology,4939291,San Francisco,3
140,Alice Brown,alice@example.com,4870569006,Widgets Inc,Sales Rep,Technology,2027023,Chicago,2
141,John Doe,alice@example.com,9752079660,Gamma Co,HR Coordinator,Retail,1367860,San Francisco,4
142,Alice Brown,alice@example.com,6479700557,Gamma Co,Marketing Manager,Healthcare,5866274,San Francisco,3
143,Bob Johnson,jane@example.com,2748718671,Beta LLC,IT Specialist,Technology,7376765,Boston,1
144,Charlie Green,john@example.com,9069560431,Beta LLC,IT Specialist,Technology,5677640,San Francisco,0
145,Jane Smith,bob@example.com,3820217919,Acme Corp,CEO,Finance,2714820,New York,5
146,Jane Smith,bob@example.com,5622694019,Omega Ltd,CEO,Technology,5060862,Chicago,3
147,John Doe,bob@example.com,5118553257,Widgets Inc,IT Specialist,Healthcare,2145919,San Francisco,0
148,Charlie Green,bob@example.com,4778571603,Widgets Inc,CEO,Technology,5349119,Boston,3
149,John Doe,charlie@example.com,9151054426,Acme Corp,HR Coordinator,Manufacturing,1467386,Los Angeles,0
150,Charlie Green,alice@example.com,3908917490,Gamma Co,Sales Rep,Manufacturing,7920146,San Francisco,0
151,Alice Brown,john@example.com,9562296120,Gamma Co,HR Coordinator,Technology,5510385,New York,4
152,Charlie Green,jane@example.com,3261579511,Acme Corp,IT Specialist,Healthcare,4011543,Chicago,0
153,Charlie Green,jane@example.com,5644453204,Beta LLC,Marketing Manager,Finance,7576243,Los Angeles,1
154,John Doe,john@example.com,5195502923,Widgets Inc,CEO,Finance,3313898,Boston,5
155,John Doe,charlie@example.com,3989672557,Beta LLC,CEO,Healthcare,4494200,Boston,1
156,Alice Brown,jane@example.com,2800756772,Omega Ltd,Marketing Manager,Finance,4429430,Los Angeles,5
157,Bob Johnson,jane@example.com,3358667727,Acme Corp,CEO,Healthcare,6671831,Boston,4
158,Alice Brown,bob@example.com,5183852964,Omega Ltd,Marketing Manager,Manufacturing,7066223,Boston,0
159,Jane Smith,bob@example.com,1466692953,Acme Corp,Marketing Manager,Technology,5500766,New York,2
160,Jane Smith,bob@example.com,5527215322,Omega Ltd,CEO,Healthcare,1583371,San Francisco,3
161,Bob Johnson,john@example.com,1385883883,Omega Ltd,Sales Rep,Finance,5856927,New York,2
162,John Doe,jane@example.com,5380105462,Gamma Co,IT Specialist,Retail,6283057,New York,3
163,Bob Johnson,john@example.com,9103773833,Acme Corp,CEO,Finance,9913312,San Francisco,2
164,Charlie Green,bob@example.com,7579865774,Widgets Inc,IT Specialist,Healthcare,3866583,San Francisco,5
165,John Doe,john@example.com,7800423316,Gamma Co,Sales Rep,Healthcare,5751413,Chicago,5
166,Bob Johnson,alice@example.com,6327796700,Gamma Co,CEO,Finance,6306305,Los Angeles,5
167,Charlie Green,charlie@example.com,2335679606,Beta LLC,IT Specialist,Technology,3081020,San Francisco,3
168,John Doe,bob@example.com,5315048097,Omega Ltd,IT Specialist,Healthcare,1438476,New York,4
169,Jane Smith,john@example.com,5779469305,Beta LLC,IT Specialist,Healthcare,3855729,Los Angeles,3
170,Alice Brown,jane@example.com,1305205902,Beta LLC,Marketing Manager,Manufacturing,7874042,Chicago,2
171,Alice Brown,bob@example.com,6988864057,Beta LLC,HR Coordinator,Retail,4722818,San Francisco,5
172,Jane Smith,alice@example.com,3581258138,Omega Ltd,Marketing Manager,Manufacturing,6020897,New York,1
173,Bob Johnson,charlie@example.com,6544133918,Gamma Co,HR Coordinator,Retail,1540727,Chicago,5
174,Alice Brown,charlie@example.com,4483937398,Acme Corp,Marketing Manager,Technology,4601617,Chicago,1
175,John Doe,charlie@example.com,5082611894,Beta LLC,Sales Rep,Retail,3437318,Boston,4
176,Bob Johnson,bob@example.com,3543135218,Widgets Inc,Sales Rep,Finance,907781,Boston,4
177,Bob Johnson,jane@example.com,8237369827,Omega Ltd,CEO,Retail,1375237,New York,5
178,Jane Smith,john@example.com,5583170392,Widgets Inc,Sales Rep,Finance,6462929,Los Angeles,0
179,Jane Smith,bob@example.com,7030640935,Widgets Inc,Sales Rep,Retail,1416340,San Francisco,3
180,Bob Johnson,alice@example.com,2425133211,Acme Corp,CEO,Technology,7177303,Los Angeles,3
181,Jane Smith,charlie@example.com,3485776796,Gamma Co,IT Specialist,Manufacturing,6797916,San Francisco,2
182,Jane Smith,john@example.com,3121212187,Gamma Co,HR Coordinator,Technology,7200595,Boston,2
183,Jane Smith,bob@example.com,1828533899,Widgets Inc,Marketing Manager,Healthcare,4377731,Boston,2
184,Charlie Green,alice@example.com,6181421881,Widgets Inc,Sales Rep,Manufacturing,8388144,Chicago,5
185,Jane Smith,jane@example.com,1442935143,Acme Corp,HR Coordinator,Manufacturing,8802586,Chicago,2
186,Charlie Green,bob@example.com,6629073293,Beta LLC,Sales Rep,Manufacturing,4578426,Chicago,5
187,Bob Johnson,charlie@example.com,2359999735,Beta LLC,IT Specialist,Manufacturing,5215891,San Francisco,1
188,Alice Brown,jane@example.com,8619983132,Beta LLC,CEO,Technology,9949164,Chicago,5
189,John Doe,john@example.com,8255726940,Acme Corp,CEO,Technology,7089516,Chicago,4
190,John Doe,jane@example.com,2311411353,Omega Ltd,CEO,Retail,6964735,New York,3
191,Jane Smith,john@example.com,2278253723,Omega Ltd,IT Specialist,Healthcare,4314770,Chicago,1
192,Jane Smith,bob@example.com,4055932407,Gamma Co,Marketing Manager,Manufacturing,7456924,New York,0
193,John Doe,jane@example.com,7801185967,Omega Ltd,HR Coordinator,Retail,2680786,San Francisco,3
194,Bob Johnson,bob@example.com,8183790247,Gamma Co,IT Specialist,Manufacturing,3582110,Los Angeles,1
195,Jane Smith,alice@example.com,7016301769,Beta LLC,CEO,Manufacturing,5982314,San Francisco,3
196,Charlie Green,jane@example.com,2500528924,Gamma Co,CEO,Finance,2331296,Chicago,0
197,Jane Smith,bob@example.com,3264714112,Widgets Inc,CEO,Technology,7886489,Los Angeles,3
198,Charlie Green,john@example.com,3937239534,Omega Ltd,IT Specialist,Healthcare,4802139,Los Angeles,2
199,John Doe,alice@example.com,7920961855,Omega Ltd,Sales Rep,Finance,6242516,Chicago,2
200,Bob Johnson,charlie@example.com,5412133852,Beta LLC,Sales Rep,Retail,4971269,New York,4
201,John Doe,alice@example.com,3995444933,Acme Corp,HR Coordinator,Healthcare,2074567,New York,4
202,John Doe,charlie@example.com,5326857829,Gamma Co,Sales Rep,Healthcare,7157750,Chicago,0
203,Charlie Green,charlie@example.com,9898999570,Widgets Inc,HR Coordinator,Healthcare,6925380,Chicago,0
204,Charlie Green,john@example.com,4730921806,Omega Ltd,Marketing Manager,Finance,5102566,New York,3
205,Charlie Green,bob@example.com,1135507989,Omega Ltd,Sales Rep,Healthcare,103277,Los Angeles,3
206,Bob Johnson,charlie@example.com,8085795408,Omega Ltd,CEO,Healthcare,6432498,New York,1
207,Alice Brown,jane@example.com,1581230164,Acme Corp,Sales Rep,Healthcare,7405655,New York,1
208,Bob Johnson,bob@example.com,8468974706,Gamma Co,Sales Rep,Manufacturing,2252427,Chicago,0
209,Jane Smith,charlie@example.com,6974056079,Omega Ltd,Sales Rep,Technology,8856912,Chicago,3
210,Charlie Green,bob@example.com,2890275304,Widgets Inc,HR Coordinator,Technology,4404677,Chicago,2
211,Bob Johnson,charlie@example.com,1597880951,Gamma Co,IT Specialist,Manufacturing,1960589,Chicago,1
212,John Doe,alice@example.com,7812964233,Widgets Inc,HR Coordinator,Healthcare,9104689,New York,3
213,Charlie Green,john@example.com,6758033397,Gamma Co,CEO,Retail,8352166,New York,1
214,Alice Brown,bob@example.com,3949470742,Beta LLC,HR Coordinator,Manufacturing,1041079,Boston,5
215,Bob Johnson,charlie@example.com,6103208319,Omega Ltd,CEO,Retail,6618287,Boston,5
216,Alice Brown,charlie@example.com,6024346892,Acme Corp,IT Specialist,Manufacturing,2461908,Boston,4
217,Charlie Green,alice@example.com,7151983036,Omega Ltd,Marketing Manager,Healthcare,3115518,Boston,1
218,John Doe,alice@example.com,4632904768,Omega Ltd,Sales Rep,Retail,658257,San Francisco,2
219,Bob Johnson,john@example.com,4282679359,Widgets Inc,Sales Rep,Healthcare,6658189,Boston,3
220,Jane Smith,john@example.com,9038581300,Beta LLC,Sales Rep,Finance,2796040,New York,1
221,John Doe,bob@example.com,1906109709,Omega Ltd,CEO,Healthcare,6899048,Boston,2
222,Alice Brown,alice@example.com,8164246851,Gamma Co,CEO,Retail,6396547,Boston,3
223,Alice Brown,bob@example.com,2721436877,Gamma Co,IT Specialist,Manufacturing,2590425,San Francisco,0
224,Bob Johnson,bob@example.com,9961446028,Acme Corp,Sales Rep,Healthcare,6955899,Chicago,5
225,John Doe,jane@example.com,6981185284,Omega Ltd,CEO,Finance,9772874,San Francisco,5
226,John Doe,alice@example.com,8698313462,Widgets Inc,Sales Rep,Technology,4498242,Chicago,5
227,Charlie Green,john@example.com,8000564210,Widgets Inc,HR Coordinator,Finance,6680140,Chicago,1
228,John Doe,charlie@example.com,7745655471,Gamma Co,Marketing Manager,Retail,9864501,New York,5
229,John Doe,charlie@example.com,4935536633,Beta LLC,Marketing Manager,Retail,9106806,Boston,4
230,Jane Smith,alice@example.com,4807047498,Beta LLC,CEO,Manufacturing,8479826,Boston,1
231,Jane Smith,john@example.com,8097176403,Beta LLC,HR Coordinator,Healthcare,3469773,Chicago,2
232,John Doe,bob@example.com,1789268918,Beta LLC,Sales Rep,Finance,6783986,Chicago,0
233,Jane Smith,bob@example.com,8123702366,Acme Corp,Sales Rep,Manufacturing,2814085,New York,4
234,Jane Smith,charlie@example.com,3184472000,Widgets Inc,Sales Rep,Finance,2522498,Los Angeles,2
235,Alice Brown,john@example.com,2760928009,Gamma Co,HR Coordinator,Retail,8190610,Chicago,5
236,Bob Johnson,charlie@example.com,6757642058,Gamma Co,Sales Rep,Retail,840734,Los Angeles,3
237,John Doe,john@example.com,7547203720,Acme Corp,CEO,Retail,4265295,Boston,4
238,Alice Brown,bob@example.com,7796049146,Acme Corp,CEO,Technology,8325456,Boston,2
239,Jane Smith,charlie@example.com,4480355418,Gamma Co,HR Coordinator,Manufacturing,6527962,Los Angeles,5
240,John Doe,bob@example.com,6643264225,Gamma Co,Sales Rep,Manufacturing,9408734,Los Angeles,2
241,Alice Brown,john@example.com,2405440618,Widgets Inc,HR Coordinator,Technology,154257,Chicago,2
242,Jane Smith,jane@example.com,6723062442,Gamma Co,Sales Rep,Finance,6685850,Los Angeles,0
243,John Doe,john@example.com,5049189726,Beta LLC,Sales Rep,Manufacturing,8205335,Chicago,5
244,Jane Smith,bob@example.com,9616918160,Widgets Inc,CEO,Manufacturing,3347249,Chicago,2
245,John Doe,charlie@example.com,3380451191,Beta LLC,IT Specialist,Finance,7393757,New York,2
246,Alice Brown,john@example.com,3122177468,Omega Ltd,HR Coordinator,Retail,6796649,Boston,4
247,Jane Smith,john@example.com,4949798143,Acme Corp,HR Coordinator,Healthcare,4112406,Chicago,5
248,Charlie Green,charlie@example.com,6347350478,Acme Corp,HR Coordinator,Healthcare,1069602,Boston,2
249,Jane Smith,charlie@example.com,6839564007,Omega Ltd,HR Coordinator,Manufacturing,9384230,Chicago,2
250,Bob Johnson,charlie@example.com,2420020679,Beta LLC,HR Coordinator,Retail,4854304,Chicago,5
251,Bob Johnson,alice@example.com,4556272803,Beta LLC,Marketing Manager,Healthcare,2177321,New York,4
252,Jane Smith,bob@example.com,4199750277,Beta LLC,Sales Rep,Retail,2605022,Chicago,1
253,Bob Johnson,john@example.com,9772353294,Omega Ltd,Marketing Manager,Manufacturing,8404049,Los Angeles,1
254,Bob Johnson,charlie@example.com,2510458011,Widgets Inc,IT Specialist,Retail,5948622,San Francisco,3
255,John Doe,john@example.com,1517100441,Beta LLC,IT Specialist,Technology,3514326,New York,5
256,Jane Smith,charlie@example.com,3473241464,Beta LLC,HR Coordinator,Manufacturing,3884832,San Francisco,4
257,John Doe,alice@example.com,7571049120,Beta LLC,HR Coordinator,Retail,8590261,Chicago,5
258,Alice Brown,alice@example.com,9015004614,Widgets Inc,CEO,Healthcare,5188424,Los Angeles,5
259,Charlie Green,alice@example.com,8861571054,Beta LLC,IT Specialist,Finance,5015882,New York,0
260,Alice Brown,alice@example.com,9627220498,Widgets Inc,IT Specialist,Technology,586269,Chicago,5
261,John Doe,charlie@example.com,8576190811,Omega Ltd,Sales Rep,Healthcare,3513600,Chicago,2
262,Charlie Green,charlie@example.com,2994541309,Acme Corp,CEO,Manufacturing,2191633,Boston,0
263,Jane Smith,john@example.com,4260397840,Acme Corp,CEO,Retail,107350,San Francisco,2
264,Jane Smith,charlie@example.com,7721135426,Omega Ltd,Sales Rep,Healthcare,1809752,Boston,2
265,Jane Smith,jane@example.com,2538092072,Beta LLC,Marketing Manager,Retail,5674744,Boston,3
266,Charlie Green,john@example.com,1671429105,Acme Corp,Marketing Manager,Finance,3650090,Los Angeles,3
267,Charlie Green,bob@example.com,9130023428,Acme Corp,Marketing Manager,Manufacturing,6611079,Boston,1
268,John Doe,jane@example.com,1769464826,Widgets Inc,Marketing Manager,Manufacturing,4408893,New York,0
269,John Doe,bob@example.com,3576306546,Widgets Inc,HR Coordinator,Finance,8688963,Chicago,1
270,Charlie Green,john@example.com,9810513312,Gamma Co,CEO,Finance,6537395,New York,0
271,Jane Smith,charlie@example.com,1045437566,Acme Corp,CEO,Healthcare,2547054,San Francisco,3
272,John Doe,bob@example.com,7374181254,Widgets Inc,IT Specialist,Technology,4020292,New York,5
